its awesome  .
they then told me that i'm not out of luck because they do repair their own consoles  .
i asked them to continue and they said there is an upfront diagnostic fee of $150 to check the system out and and then i would have to pay any parts and or labor on top of that to fix the machine  .
what  .
are you serious  .
i just paid $600 dollars for this thing  .
plus tax  .
so i start doing some research online reading like stories form other ps3 owners who point me out to websites where i can acquire a new replacement optical drive because this is the problem behind %99 of ps3 failures  .
it cost me $68 bucks for a new drive plus $18 dollars shipping for a total of $86 dollars repair cost  .
it shows up in four days  .
the swap is straight forward and went without a hitch  .
powered it up , threw in motor storm , pacific rift and hooray , it works , i don't have to just stare at my blu    ray movies anymore  .
5 months later while playing cod 4 for about 3 hours straight it does it again  .
uugghhh  .
so yesterday , i traded in my old 360 and a couple of games to accumulate $85 dollars of trade in value and reserved a ps3 slim  .
i do have 30+ blu    ray movies  .
ok , lets talk performance comparisons  .
graphically the ps3 despite its substantially more advanced hardware takes a back seat to the 360  .
why is that you say  .
just pick up a multi    platform software title for both systems such as any cod title , resident evil 5 etc  .
and compare the specs on the revers side  .
xbox360    1080p , ps3    720p  .
that's what i said  .
you will find this often  .
oh and what's all those killer playstation titles that made the ps2 hot  .
devil may cry , tekken , grand theft auto , metal gear , etc  .
they've all migrated to the 360  .
some of them in exclusive form  .
no tekken 6 for ps3 boys  .
now what about online play  .
we'll when modern warfare 2 hits this november , i don't want to be the guy settlin for the playstation network , xbox live all the way for me pals  .
playstation network at this point and time stinks , but thanks for all the free theme downloads  .
and i gotta say those lower trigger buttons on the ps3 controllers aren't so great either  .
i do like the built in wifi though  .
microsoft is insane for asking $100 dollars for that cheap looking adaptor  .
although i did reserve a ps3 slim  .
this will keep me from missing out on titles like gow 3 and mag plus i need something to play all my blu    ray movies on  .
screw it if you have the money own both like me  .
just do not be like me and buy the stupid wii twice  .
god i cringe when i think about that .
same old playstation with a smaller footprint and less power usage  .
though some things have been changed i  .
e linux , i mean it's a console for games who needs linux on it unless it's to improve on the lack of ps2 compat and even then compat was not the best  .
needs a good service like netflix and simple integration of social sites  .
other than that it's a good console that is starting to pick up  .
as for sony stick with one sku do not make the error you made again , i  .
e no more 250gb or 320gb models just allow support for these hdd sizes through firmware .
of course , i cannot review it because i do not own one  .
but as a fat owner , i would have loved one of these  .
however , i will not be selling my fat to get one i'm happy about the matte finish , i really hate having gloss (or piano ) black finishes in my living room  .
they cause all sorts of reflection problems when watching movies with the lights turned down  .
i also like how easy it is to upgrade the hard drive  .
5 hard drives are not all that expensive , and are a little easier to deal with i also would have likes to have one or two extra use ports in the rear , and the ability to charge the controllers when the power is off , but those are pretty minor complaints for such a well rounded device good job sony  .
i hope you do as good a job on the upcoming o/s update updated  .
on aug 23 , 2009  .
i'll be hanging on to my ps2 until sony gets it right    the xbox 360 is looking better and better everyday .
my wife bought this system while i is on travel because she heard it is the only box out there that could stream movies and pics from our mac  .
but after a little research , it turns out the story is more complicated  .
sure , you can stream from a mac as long as a) you buy windows for your intel    based mac and also purchase a proven windows    based media server , or b) go through some major software hoops to get third    party media server software to (maybe) run correctly on os x  .
the same seems to be true for other standalone blu    ray boxes too  .
so this box had no net advantage in the end  .
and since we  .
re not gamers , the whole game side is a  .
don  .
t care  .
for us the second reason she bought it is to watch dvd and blu    ray movies on our new hdtv  .
it does that fine , but using the included controller to watch a film is not exactly user friendly or intuitive  .
(you can buy an add  .
l remote , optimized for movie viewing , for about $25)  .
but the real achilles heel for us is that surround sound is not decoded online , meaning that our old (but good) yamaha receiver won  .
t be able to decode the higher bandwidth 7  .
1 signal for our 5  .
1 surround system  .
(nor does our receiver have an hdmi port)  .
the ps3 does offer 5  .
1 surround on the optical line out , but it isn  .
t clear from the user manuals that you can force this if you are playing a blu    ray movie in 7  .
and reading posts from others on various tech sites indicates success is very limited in this area  .
(i could not check it because my system is in pieces for a cabinet upgrade)  .
in the end , i returned the ps3 a week later for the lg bd390 , which has a lot more audio flexibility , including onboard decoding and separate outputs for each channel  .
this will allow me to use the optical port on my a/v receiver for my new tivo box hope this is helpful to those with receivers that are more than 10 years old (or so)  .
the older models were wonderful units for not just games and blu    ray but also as cd and dvd players  .
this new slim plays back cd's with so much audio jitter that it is in no way a replacement for a cd player , and as a dvd player it's poor , with it's measured high frequency response dreadful  .
(information gathered from lab reports @ homecinemachoice  .
com  .
i hope that the heat sensor in the new ps3 slim will be better than in the ps3 , which costs $140  .
00 to send to sony to replace .
the one good thing ps3 did is establish blu ray as an acceptable format even if it is unlikely to have the lifespan of dvd  .
the game system side is a total failure and unfortunately they have lost this generation  .
they waited far to long to get this system to a reasonable price point  .
it way to far behind to be a real competitor to the wii and probably the xbox as well do not get me wrong this is a powerful system and has some great games  .
but the gaming library is not that great  .
if you own an xbox there is little reason to buy this system  .
the price point is a good spot now but xbox will likely lower its price again , making it the better deal again  .
as a company if it wants to compete in this market it will have to look at ps4 to regain the crown updated  .
on aug 30 , 2009  .
it sux , but get it and sell your old on ebay so i can get it cheap   )   d   )   d  .
why is this still being called next    gen  .
bottom line is , i would never give up my fat ps3 that does everything as the slim plus plays ps 1 2 games  .
why would i want three gaming systems piled up in my living room  .
phase out ps 1 2 games phase me out to  .
x    box is looking better every day .
love the console itself but disappointed in the matt finish of the new slim  .
i bought a classic playstation 3 160 gb model from sonystyle online last night  .
ps3 appeals to aesthetics at the expense of substantive feature set  .
the fact that it does not include wireless n capability is a point that no one seems to comment upon  .
wireless n would have been a real game changer  .
and , the fact that extra ports and micro    sd have been taken away has driven up prices on older models available online would seem to indicate that sony could have added something rather than simply taken away  .
opportunity lost , sony  .
bad move  .
and , the idea of a smaller footprint only comes when the consumer shells out an additional 25 dollars for a plastic stand for the new ps3  .
no charge for the older playstation 3 to sit upright .
sony removed even more features and i have no faith in the overall construction of the unit  .
there are more broken slim ps2's out there than any other console , and i know i'm in the business of broken electronics .
i have the 40gb version of the ps3 console  .
for me there is no reason for me to get this again  .
is a bargain for new owner though  .
if sony really want to get more people to get this console they should lowered the game price and should also provide free full game online download to the ps3 owner .
you can read my entire experience on my blog http  //tinyurl  .
com/28qnahe  .
eventually  .
all of a sudden  .
the disc drive will no longer read discs  .
you can read about this common issue on the net  .
a google search returns 54 , 600 results when you search  .
broken ps3 disc drive  .
people love to make fun of microsoft  .
however , i remember when the red ring of death is beating up every other xbox 360 and how they handled the issue  .
they extended the warranty and covered it free of charge  .
microsoft cared about the gaming experience and they cared about what they were trying to build with the xbox so if such a big company like microsoft would back up their product  .
how does sony  .
i called their technical support line and troubleshooted my system  .
like so many others my ps3 drive is broken  .
since it is 2 years old and out of warranty there is a $155 repair fee  .
keep in mind a brand new sony blue    ray system is $149 .
if it would last and if sony were han honest about service , it would not be bad  .
but neither is true so stay away .
create a strategic partnership with microsoft  .
wii is still the best .
do not recomend to customers whose primary interest is beyond game playing  .
i for one waited a while , for the ps3 to get established and stable , until i bought my current unit  .
even than , i had to wait until an unit is made capable to play all three generation of games  .
i didn't actually mind , too much , the extra cost i guess i am a believer in the expression , you get what you pay for i rather pay an extra buck for something that is capable to do the job and look good  .
as a fully loaded ps3 fat system is  .
even now , if i is going to buy a ps3 , i would rather have the fat , just because of the look and the fact that i don't need to buy an accessory to have it vertical honestly , i hope this new ps3 slim is only a 1  .
5 update and that the next evolution is not to far  .
i really like to see a ps3 that is capable to do it all and look great would not be a kicker , if sony actually listen to the customer suggestions  .
what would happen if they had an open contest , for a ps3 v2  .
0 design , focusing on features and look  .
making the wining design the only unit available .
get anothre system  .
i bought a sony playstation3 and it has worked flawlessly until around a month ago  .
after their system update , 3  .
01 , none of our game discs would play anymore (they would freeze after a few minutes of play)  .
i emailed sony about this and they said i need to send in my system and pay them $150  .
00 to fix it because my system is over a year old (ie , warranty expired)  .
after checking their forums and other gaming forums for a cheaper fix , i discovered that hundreds (thousands  .
) of others were having the exact same problem after the 3  .
01 update after a month of waiting/hoping on a fix in a new system update from sony , a week ago it arrived and we downloaded it (3  .
10 is the update number)  .
well  .
that made things even worse  .
none of our game discs would load so we could play them at all (at least before they  .
d play for a few minutes)  .
their forums began filling with countless people who now had completely broken ps3 consoles , so i knew i wasn  .
t alone i called sony  .
s customer service number and  .
john  .
had me to a system restore of some kind to try and fix it  .
that didn  .
t fix the issue (s) and he said there is nothing else they could do and that i  .
d have to send in my console and pay them $150  .
00 to fix it  .
i told him that i should not have to pay anything since it is clearly their update (s) that caused the console to break , regardless of my warranty expiring  .
sony broke my working console (and thousands of others) and are now trying to get a whopping $150 from me  .
i don  .
t think so this isn  .
t the first time i  .
ve had a bogus sony product , but the other time it happened i wrote it off as  .
sometimes a company that mass    produces products will have some come off the assembly line as bunk  .
i is forgiving and gave them more of my money  .
but the buck stops here  .
i will never give them another cent of my money again and i strongly encourage you to not buy sony products i realize that i  .
m some guy you don  .
t know , but all i can say is that i  .
m a nice guy who is being honest with you about my experience  .
i have a $300 paperweight and they don  .
t give a crap  .
that  .
s not to say that samsung , lg , or one of the myriad of other companies who will be getting my money from now on won  .
t screw me over  .
but apparently this is all i can do and just hope that you read this and decide to give your money to anyone other than sony .
sony ,  .
r u listening  .
millions of users are having hard time understand  .
why fat32  .
why not ntfs  .
ps3 is great this review of the ps3 sucks  .
update your review  .
ONE OF THE MOST LAUDED FEATURES OF THE FAT PLAYSTATION 3 WAS ITS HIGH QUALITY DVD UPCONVERSION.........HOW DOES THE DVD UP CONVERSION ON THE PS3 SLIM COMPARE; ONE OF THE MOST LAUDED FEATURES OF THE FAT PLAYSTATION 3 WAS ITS HIGH QUALITY DVD UPCONVERSION.........HOW DOES THE DVD UP CONVERSION ON THE PS3 SLIM COMPARE
1) The Price. 2) Not a glossy finger print magnet.; 1) Less features. 2)Probably cheap ass parts.
Slimmer. Energy efficient; Could use more USB ports. Not all contries in PSN list.
HD, easy to use, shiny?; Online gaming on consoles continues to lack, joysticks (eww), no modding allowed
-Bluray Capable. -Size. -Graphics. -WiFi; -Game Selection. -Online Play is Mediocre. -Sony CD/DVD/Bluray drives don't last long. -Bluetooth connectivity for remotes limits universal remote controls
The price is unbelievable.; I really don't know
price, size, 120gb size; gutted if you already have a ps3
slimmer desgn, more energy efficient, 120 GB; only it doesnt have backwards compatibility
Smaller and cheaper; Controllers cost too much. Online still far behind xbox live. Controller too small. Smaller CHEAP games library
cheaper, great. finally more people online.; cd and dvd playback are terrible.
blu-ray; versatility; media server; 1080p; simply awesome; there is nothing I don't like about this product.
When Xbox360 came out we thought "wow look how good the graphics are" then PlayStation 3 came out.; To pricey no ir
Finally that horrible gloss black finish is gone!; No backward compatibility (can't have everything I guess)
45nm processors; new logo. should kept "PS3" in 'spiderman3' font. that's the only con for me.. omg, it's minor!
The size and what it does; controllers could be bigger
I love This system This my first Playstation 3 System Great Realistic Graphics. Good job Sony; Could Make the Game save feature Better Make it Where Cheat codes Don't Disable Game Saving
bluray,slim design,wifi and 120gb hd and ps3 exclusive games; playstation network~its no xbox live thats for sure,no back compat
its a review; The video sucks Please fix this video. The sound is vary bad.
dose not overheat and shut down and it loads without flaw; does not play PlayStation 2 games
free online; no hdmi and headset comes with it
1.Super Silent. 2.Better Games than Xbox 360. 3.Blue Ray Player. 4.No Power brick.. 5.Failure rate is less than 0.5%.Xbox 360 it it 35%. 6.Can play any videos; 1.Can't stream Netflix.. 2.No IR port.Can't use universl remote
Not a space heater powered by a leaf blower.; I already have the original noisy space heater.
Great price, slim, affordable!; Same old function, no backwards playability, cheap design (Not look as good the older generation console), boring feature
1) Great Exclusives. 2) Blu Ray. 3) Built in WiFi. 4) Free Online. 5) 120GB HD. 8) Matte Finish (No fingerprints!). 6) PSN Store. 7) $299 price tag; 1) Small Game selection compared to 360. 2) Not as developed PSN as Live.. 3) No movie subscription service.
Larger hard drive, bluetooth, wifi, best Blu-ray player on the market, upgradable hard drive, allows non-proprietary accessories, runs quieter/cooler/more efficiently; no HDMI cable in box
Smaller than the older systems, bigger harddrive, DOESNT OVERHEAT like the old systems are prone to, gameplay seems alot smoother than older systems also. A HIGHLY recommended upgrade; not back wards compatbale, only two usb ports
Lot better in cooling and heating issues! Love the new Firmware!; Liked the old glossy look tht the 80GB had!
2.0 Blu-Ray player, NetFlix instant access, amazing games, fantastic sound decoding for those of us with older AV recievers, simple controls...; No remote control IR port, less than sparkling on-line experience
slick form factor, HDMI port, Ethernet port; Additional remote required to play Blue-Ray disks, remote does NOT have even basic DVD functions, awkward web browser, unable to play clips and episodes from hulu.com
Blu-ray, Blue tooth, built in WiFi, browser, PSN store, and all around media hub.; not backwards compatible, HDMI cable not included
Smaller size, and more memory.; Online play can't touch XBox regardless of the pricess.
Great blu ray player. Awsome games now with a good library. A+ titles to be released from now through x mas.; would like a HDMI cable included.
1. Price. 2. Not MICROSOFT!!!. 3. Great games...exclusives or not.. 4. Not MICROSOFT!!!. 5. BluRay movies rock.. 6. Not MICROSOFT!!!. 7. Free online play.; 1. $300 is still a lot of money.. 2. Online lag time still an issue, getting better...but still sucks.
It does almost evverything perfectly, and does what i want best: GAMES!. Uncharted 2, GOW 3 etc etc, amazing titles are coming out soon; New look may not appeal to some
Same great power in a more affordable price. Blu Ray; Far to late to compete in this generation. lacks backwards compatibility. online features are weak
HD Gaming. FULL HD 1080p Blu-ray Player. WiFi (802.11b/g). HDMI 1.3a. Built-in Upgradeable HDD (Non proprietary). FREE PSN Account. Web browser (Pandora, Facebook, Last.fm, YouTube, Twitter, and SO MUCH More). Media extender (Windows Media, TVersity, etc); Lack of backwards compatibility for PS2 games
1. Blu-ray. 2. HD Graphics(better than 360). 3.True 1080p. 4.Smaller and Lighter; 1. Physical buttons( i like the touch sensitive better). 2.If you have kids like me buy the ps3 fat
1. Silent. 2. Runs cool and looks cool. 3. The finish on top is very nice with no fingerprints.. 4. Small, lite, and portable; Drive is very Loud but thats it.
built in bluray player. excellent speed loading bluray movies. wifi for bd-live. amazing gaming graphics. photo, video, and music can by viewed/ played from hard drive; uglier design than old version (at least i think so). heats up when enclosed in small space. controller awkward for bluray playback controls
Blue Ray player, hdmi and optical outs.; Still no IR. Getting tired of all these controllers. No PS 1 or 2 games???? Actually liked the touch sensitive buttons.
great console only games such as God of war 3, Uncharted2, Killzone2, MGS4, The gran turismo series, FREE online play, great controller, blu-ray, great online, looks great, XMB is easy,so many features; none really except you cant use any picture for your psn avatar
Its thinner and lighter, with energy efficiency meeting many peoples needs...; It aint sexy. it looks kinda okay... but it just sux. the big fat PS3 looks awesome, and its wait, just shows how tough that monster is.
improved power consumption, less noise are good; Eliminating LINUX install capability was dumb. LINUX enabled use of the console for full-featured internet browsing, email, messaging, newsreading, video download appliance. The console could be useful beyond its gaming features -- unlike the Xbox
Great value for a top quality blu-ray player and game engine; nice looking and menu interface is kinda sexy; No on-board surround-sound decoding for older A/V receivers; watching blu-ray disks using included game controller is challenging; Mac streaming capability takes add'l significant expense and/or much effort.
i love playing online; i have 120 gb and i dont know if thats enough space and the games are a little pricey
Finally for a reasonable price.; System is now almost 3 years old and specs are starting to look a little dated.
Built in wi-fi, Blueray disc, smaller size, lighter weight, less energy consumption and a $300 price tag.; No HDMI cable included. New color and logo. Only two usb ports instead of four. No card reader.
The 13 months it worked, it was flawless.; Updates broke thousands of consoles (google it to verify). Sony's updates were the cause and they refuse to fix (unless we all pay them $150 each).
New slimmer model. Energy efficiency better than the past. Lightweight and more compact. Good price for current economy.; Backwards compatability phased out. Limited on accesories (including universal remotes). Removal of OS installation.
-Energy Efficient. -Whisper Quiet. -free online play. -built in wifi. -rechargeable controllers. -low cost hard drive upgrade. -durable bluray disk. -Extensive library of games/ps3 exclusives. -Web Brower (facebook, twitter, youtube, etc.); -most multi plat games are PORTED to ps3 so graphics and loading times suffer slightly. -game installation. -No hdmi cable included
quiet. efficient. smaller than first version. failure rate way less than Xbox; its an electronic device and can fail. online use is not as good as Xbox live. graphics are not as good as Xbox 360
Design rocks, Blu-ray and upconverting of DVDs is superior even to Sony standalone upconverting DVD players (which it replaced).; Controller designed for infants. Shutting system down too cumbersome, game loading times way too long.
this "product" looks sweet also less power consumption = more money to spend on dlc from the brilliant psn store; i dunno may the whole no ir thing but i bought two controllers and the both work fine
Slim design. Fantastic Blu-Ray Player. Umm...finally has a variety of good games?! Built-in WiFi (XBOX IS A JOKE!) Better value than XBOX at $299.; Not as attractive as older model. No PS2 support. Only 2 USB inputs. Netflix? Online not as comprehensive as XBOX Live. XBOX is a better media streamer (IMO)
stays cool. easy to connect. blue tooth for mic. its free online play. can go on youtube(in case you want to look something up for the game your playing). internet browser. nice controller; the media bar could be alot more pretty. online play
built in Wi-Fi,Blu-ray,more features,very good graphics and best Blu-ray player. More slimmer design. More compatible features and also built in bluetooth. Free online services; not good online services, half the number of games than xbox 360.
Fan noise drives us crazy. Heat is awesome. You can feel it.; Integrate WiFI, Bluetooth, IR and regular 250G harddrive as part of PS3. These components are reasonable prices but remove all the hassle, connectors, wiring, harder to troubleshoot and installation, etc.
120 GB Hard Drive. Built In Wifi. Free Online PSN Service. Buy and rent movies on PSN. Store Music,Videos, and pictures. Blu Ray. DVD Upscaling. HDMI. Optical Out. 2 USB ports which can also be used for memory. Media Server Capabilities. Web Browser With Flash; No Linux but I really dont care so much about it
Great graphics, amazing excluesives, love new slimmer look and design,motions controls coming up look awesome, man that price.... though my wallet was lighter, i still had enough to take the bus home. Plus free playstation network.; prefer the xbox controller, Halo and gears would be nice, all my friends have 360s.
Durability, plays DVD's and Blu Ray DVD's, controllers do not require batteries, very sleek and quiet machine, game catelogue, FREE ONLINE PLAY!! - with built-in wireless adapter.; The PS3 Slim (And most PS3's) do not play Playstation 2 games, this was a bit upsetting but all I did was hold onto my PS2.
BluRay player for $299= DEAL , Next Gen HD console with a cell processor powerful enough for &lt;a href="http://folding.stanford.edu/English/FAQ-PS3"&gt;molecular simulation&lt;/a&gt;, $299= STEAL; Needs backward compatibility (firmware update can fix that), and enhanced online play (but it still beats paying $50 a year to play with other people)
Size, No bulky PSU, slick styling, grown up interface, console rechargeable and bluetooth controllers, BBC iPlayer streaming capability out of the box (UK Models Only), quieter than previous console, top quality blu ray player, new lower price.; Short USB lead for controller charging, 2.5 inch HDD drive (should be 3.5 inch), noisy disc loading, web browser requires too many updates such as adobe flash.
Sleek, slim design. The best system for Mature gamers. Free online game play. Superior Graphic capabilities. Functions as DVD player, Computer, Game System, just about anything. Low price(now equal to the Xbox 360 slim); Less developed online community. Inferior game selection. Not enough multiplayer games. Tends to lack diversity in audience target. Not backwards compatible. Controllers less streamlines than Xbox 360 or Wii
- Games are immersive and varied. - Awesome HD output video and sound (with any kind of option you can imagine). - Easy upgradable Hard Drive. - Wireless out of the box. - Expansive online service for free game demos, videos, music, themes etc. - Reliable; You will never turn it off
Free online play, buit in internet browser, user created themes, built in WiFi, blutooth, upcoming exclusives, slimmer and more reliable, home, scratch resistant disc, and Home.; Lack of PS2 support but future firmware may fix that. Global Chat it seems like this is what most gamers want.
BLURay, DVD, Wireless Internet, CD's, and High Definition Games. . It's quiter and has a 120 gig harddrive. The ps3 fails less than 10% the xbox 360 fails at %54; Online Area is finally really growing, and expanding to impressive standing.
-One of the best Blu-Ray players out there.. -Bluetooth remote = not necessary to aim remote at console (useful when you're lying comfortably under a blanket on the couch :-) ). -Updates bring most newest features soon as they're out (3D?). -Great deal; Hopefully the next iteration is gonna add IR remote capacity (For compatibility with multi-device / universal remotes)
Slimmer, more efficient and cheaper - always good.; Not backward compatable for PS1/PS2 - what happens to the 50+ PS1 &#38; PS2 games I own? Most weren't made as PS3 versions and I REFUSE to replace the ones that are. Also sounds like they haven't fixed the online issues...
Smaller than regular PS3, Great graphics, love the Blu-Ray Player,; Online system still is horrible I'm always lagging, takes forever to download and install demos sometimes 3 times as long as the same demo on a 360, constant updates to firmware take forever
WiFi. media server. blue tooth. free interenet(includes online game play). blue ray player; non because i also have a ps2.....but its just collecting dust.... and i hate that there coming out with more gb slim ps3 for $50 more...in a month or so...
Built-in Blu-ray player, hard drive, Wi-fi, gaming, easy to set up and use, great list of supported formats including DivX, can operate with my Harmony universal remote with a simple $29 I/R reader, easy wi-fi connection to Macs with proper software.; Can't get Netflix on-line in Canada, would prefer a built-in I/R reader so i didn't have to purchase one.
the energy saving and and the size and weight is less also im liking the new "slim" price tag; not much difference in the hardware, only 2 usb's again,removed the power switch, removed the "other OS" feature and could have done a better design
Average decent stand alone blue ray player 250.00 for 49.00 more you get one of the best blue ray players, great high def gaming , good innertnet experance (any usb wireless keyboard and mouse works), wifi, lan and hdmi support. How can you miss?; Only if your a dummy amd buy a stand alone blue ray player.
Great Blu-Ray player, smaller and lighter design than the first generation, wireless controller with great battery life, black matte finish, decent video upscaling and great interface specially for mutimedia functionality.; Runs hot, hard drive capacity not enough if used for multimedia, no HDMI cable included, no vertical stand included, no external hard drive support, can only support FAT32 file format and cannot install additional codec support.
Massive versatility in the firmware including divx and and the display of photos within the OS.; Seems like an attempt to renew interest in a machine that in theory shud and infact is better than all of it's competitors..
Blu ray,DVD.CD player, amazing games,free online membership,built in WiFi,ultimate multimedia device,out of the box internet browser,obviously a better choice than any gaming consoles out there!; some of the accessories are quite expensive and some players in the PSN dont have headsets (including me..)
Great Blue Ray Player, Equal quality to the 360 for games, huge hard drive, smaller design than original, less sexy matte black holds up to wear MUCH better, "real" computer aspects, very quiet, and a sturdy and stable design.; Not backwards compatible, no HDMI cable, LOAD TIMES.
FREE online. Send pictures. PS Home. Internet browser. Rechargeable controller. 6-person video chat. Blu-Ray. Bluetooth. XMB. Free themes. Remote-play. Netflix. Quiet. SIXAXIS. Plays PS1 games. 3D games. Wi-Fi. 7-player. Ability to back-up. &#38; MORE!; Not the best online interface, but still good (hey, its free). May freeze at times (not in game). The setup for switching from HDMI back to composite/component isn?t simple. Trigger buttons are mushy feeling. Initial loading/installing of games
Blu-Ray/DVD Player - The Best Blu-Ray Player Available.. Online is Free - I always hated having to pay $50 a year for XBox Live.. Way more Reliable than my 360.... Built In Hard Drive and Wireless.; No HiDef Cables Included.. No Infrared Receiver, but BD Remote is inexpensive.
$299, super quiet, failure rate is &lt;1%, hadn't had any problems yet, must have with all its great exclusives, free online service but isn't that advanced than Live; no IR port, no Ps2 backwards compatibility, XMB is a little slow to load, no in game chat with friends
its a spaceship, i love it, better then xbox360 all around, blu ray to games to dvds online. Im a reall picky guy, believe me, buy this you wont regret it, recommend with hdmi cable and hdtv at 1080p to get maximum.; can get enough time to play and watch blu rays. no cons, absolutely good in this unperfect world.
Good looking and well built. Lots of power under the good. Blue ray and Netflix work great. Wonderful gaming graphics and physics.; PS3 controller is aweful. Just to damn small and bad layout. Sony please change this or offer a version for people with normal sized hands...lol.
Upscaled DVD player, Blu-Ray, Tilt sensor in controllers, 120 Gigs, internet Browser, playstation network is FREE, Conntrollers have bluetooth, psp conectivity, Plays CDs, Quiet, High Definition, And so much more.; DualShock 3 controllers are Ridiculously expensive and have a bit of a learning curve, Has great games, but Xbox 360 and the Wii have more.
Good price here in UK - that's about it; Sorry, but I really do not like the matt finish at all, I think it actually makes the new console look bulkier, even if in reality it's not. I personally love the glossy black finish of my PS3 and will stick with it !
+ $299 pricepoint. + more energy efficent. + one of the best Blu-Ray players. + free PSN. + controller has li-on batteries. + wifi built in. + great media player. + outstanding build quality - http://www.ifixit.com/Teardown/PlayStation-3-Slim/1121/1; - lack of IR port (pretty weird considering this is one of the best Blu-Ray players on the market). - no Netflix support out of the box, although you can use a transcoding program called PlayOn on your PC/Mac to fix this
A Blu-Ray player and a game console for little more than the price of a BD player itself. Built in Wi-Fi. $299.00.; HDMI cable is not included.
looks are good, but lack of support as the quality of hardware sucked for me; conked out in 13 months and they want to charge $160 for a system that i used less than 50 hours
Blue Ray player; Machine breaks Sony supports in bad faith Beware if they say they will fix for free Once they have the machine, they then tell you that the seal is boken or something else puts it out of warranty and you have to pay or they will send it back to you.
True hi-def experience, not all top tier titles are just 1st and 3rd person shooters, no subs. fee for online. For what you get, clobbers Wii and Xbox now. Large HD for jukebox experience. Blu-ray = no disc swaps.; If you don't have a PS2 and want to play those titles, too bad. That's a $100 option as a PS2 slim. As a media player, it lacks polish.
Great picture clarity and no fears if you are owrried about buying it with no bundled games just as long as you have an internet connections this will keep you entertained for a VERY long time.; Tried using my USB keyboard and mouse and they did not work when trying to play COD4 modern combat.
Blu Ray, HD audio bitstream out to receiver (Slim only), crazy amounts of options to fully customze everything, hard drive upgrade feature, excellent XMB interface, perfect media server playback quality, USB KB/mouse support, great gaming, netflix.; No PS2 support, no Gameshark/Codebreaker option...you know, for those that would appreciate the option to barrel through games with guns blazing and minimal effort, or for a crazy second playthrough.
The Price is very resonable, and it's main features Great. The fact that you can go online and play games with others without paying a Subscription fee.; The Backward compatability feature will be sorely missed, thats why we bought the PS3, so all those PS2 games didn't go to waist.
Looks, setup, games (Grand Turismo 5 Prologue), BlueRay player (Loads pretty fast, too), great sound, quiet operation, nice rumble with the Dualshock wireless controller.; No HDMI cable included. The on-screen keyboard and on-screen BlueRay player keys are awkward to turn-on and use. Internet Browser also awkard. No Netflixs. Life with PlayStation is a waste of time. Downloading data is slow on Playstation Network.
This product is slim, and looks very sleek. It runs smoothly and all... The disk times are good and the system seems to operate very well for how small it is; what bothers me is that ps4insider.net and other sites have already said this is NOT the next generation of console that Sony is making!
Where do i begin here oh yeah it has blue ray, better graphics then crappy 360 games, built in wifi so u dont have to buy a adapter for it like the 360, free online gaming which u save ur self 50 bucks, super quite,and it is smaller then the 360.; there is now problems with it.
Blu ray player is excellent, DVD upconversion, Wifi ready, Netflix access, Excellent gaming device, Nice user friendly interface and software.; Remote is blue tooth controlled and hence cant use universal remote. Sony should really work on it. I cant comment on the gaming devise as I am not a game freak and have not used Wii or Xbox. But I am happy with the games which I played in PS3.
Upgradeable HDD, bluetooth, built in wi-fi, tons of fun top rated games, low cost of ownership, free online play, PSP connectivity, Blu-ray playback, Folding@home, PS Store has a decent selection of movie and game titles as well.; Loss of other OS install support on the new slim, gloss finish on original was a fingerprint and dust magnet, the new one is a coarse finish dust magnet, uses Blu-Ray exclusively, limited legacy title support, no widgets or 3rd party XMB app support.
Blu-ray player integration, some good exclusives, free online gaming, current gen components (Gbit, WiFi, BT) included at no extra cost. Solid build with proven low fail rate, user upgradable drive which is a plus.; 720p gaming with &lt;600p resolutions, some games just ports and not very good ones, console could be limited by firmware via Sony, i.e HDD size and certain functions OS install/PS2 compat. HD connections extra pretty bad for the HD promoter.
Just reserved it. Hopefully it's more reliable than it's predecessor.Smaller size. Hopefully it's more reliable than it's predecessor.; Ugly PS3 logo. Cheap looking matte finish, the piano black models are gorgeous. 2 USB slots as opposed to 4, no memory card reader, and even though I only have one game in PS2 form (God of War 2) I still wan t my backwards compatibility.
Everything! Beautiful HD graphics rendering, plays 3D blu-rays, can configure the system to any desired setting, easy and quick configuration, the extras such as online browsing content, netflix, wireless community, Auto updates, etc.. Sturdy build.; It needs a better web browser but that's not really a big deal anyway. It doesn't come with an HDMI cable, which is ridiculous in this day and age.
The Playstation 3 has great game titles, easy to navigate menu, web browser, Blu-ray/DVD/CD player, and free online gaming. It can play music also with the ability to upgrade you hard drive and a WiFi adapter installed.; No PS2 compatibility, but that's not big seeing as your buying a Playstation 3 to play Playstation 3 games.
The slim design is more attractive than earlier, bulkier, version. Playstation controllers last quite a long time for being wireless. Blu-ray quality can't be beat. Game selection is superb. It's a playstation; Controllers are way over priced. When I bought the DVD remote I had to update, which is annoying but has nothing to do with console. Other than that I haven't found anything that I don't like
Low failure rate as opposed to XBOX 360's approximately 52% failure rate ps3 about 10-15%. Free network.. One of the best options for a blu ray player. Much lighter! Easy to travel with. Internal power source no more heavy bricks!; Network interface isn't quite there yet.. Not many new features added to it's older forms. less usb ports. Blur ray is widely believed to be a rather useless invention. No backwards compatability with ps2
